month,county,pid
2019-02-01,Zavala,0.0
2019-03-01,Anderson,4.0
2019-03-01,Andrews,0.0
2019-03-01,Angelina,8.0
2019-03-01,Aransas,2.0
2019-03-01,Archer,0.0
2019-03-01,Armstrong,0.0
2019-03-01,Atascosa,3.0
2019-03-01,Austin,2.0
2019-03-01,Bailey,1.0
2019-03-01,Bandera,1.0
2019-03-01,Bastrop,4.0
2019-03-01,Baylor,1.0
2019-03-01,Bee,2.0
2019-03-01,Bell,14.0
2019-03-01,Bexar,52.0
2019-03-01,Blanco,0.0
2019-03-01,Borden,0.0
2019-03-01,Bosque,3.0
2019-03-01,Bowie,7.0
2019-03-01,Brazoria,9.0
2019-03-01,Brazos,4.0
2019-03-01,Brewster,1.0
2019-03-01,Briscoe,0.0
2019-03-01,Brooks,1.0
2019-03-01,Brown,4.0
2019-03-01,Burleson,2.0
2019-03-01,Burnet,2.0
2019-03-01,Caldwell,4.0
2019-03-01,Calhoun,2.0
2019-03-01,Callahan,1.0
2019-03-01,Cameron,12.0
2019-03-01,Camp,2.0
2019-03-01,Carson,0.0
2019-03-01,Cass,5.0
2019-03-01,Castro,1.0
2019-03-01,Chambers,1.0
2019-03-01,Cherokee,7.0
2019-03-01,Childress,1.0
2019-03-01,Clay,0.0
2019-03-01,Cochran,0.0
2019-03-01,Coke,1.0
2019-03-01,Coleman,0.0
2019-03-01,Collin,26.0
2019-03-01,Collingsworth,0.0
2019-03-01,Colorado,3.0
2019-03-01,Comal,6.0
2019-03-01,Comanche,2.0
2019-03-01,Concho,1.0
2019-03-01,Cooke,5.0
2019-03-01,Coryell,3.0
2019-03-01,Cottle,0.0
2019-03-01,Crane,1.0
2019-03-01,Crockett,0.0
2019-03-01,Crosby,0.0
2019-03-01,Culberson,0.0
2019-03-01,Dallam,0.0
2019-03-01,Dallas,70.0
2019-03-01,Dawson,2.0
2019-03-01,Deaf Smith,1.0
2019-03-01,Delta,0.0
2019-03-01,Denton,17.0
2019-03-01,DeWitt,2.0
2019-03-01,Dickens,0.0
2019-03-01,Dimmit,1.0
2019-03-01,Donley,0.0
2019-03-01,Duval,1.0
2019-03-01,Eastland,4.0
2019-03-01,Ector,4.0
2019-03-01,Edwards,0.0
2019-03-01,Ellis,7.0
2019-03-01,El Paso,19.0
2019-03-01,Erath,3.0
2019-03-01,Falls,2.0
2019-03-01,Fannin,4.0
2019-03-01,Fayette,4.0
2019-03-01,Fisher,0.0
2019-03-01,Floyd,1.0
2019-03-01,Foard,1.0
2019-03-01,Fort Bend,17.0
2019-03-01,Franklin,0.0
2019-03-01,Freestone,2.0
2019-03-01,Frio,1.0
2019-03-01,Gaines,1.0
2019-03-01,Galveston,13.0
2019-03-01,Garza,1.0
2019-03-01,Gillespie,4.0
2019-03-01,Glasscock,0.0
2019-03-01,Goliad,0.0
2019-03-01,Gonzales,2.0
2019-03-01,Gray,1.0
2019-03-01,Grayson,11.0
2019-03-01,Gregg,12.0
2019-03-01,Grimes,2.0
2019-03-01,Guadalupe,7.0
2019-03-01,Hale,2.0
2019-03-01,Hall,1.0
2019-03-01,Hamilton,4.0
2019-03-01,Hansford,1.0
2019-03-01,Hardeman,0.0
2019-03-01,Hardin,5.0
2019-03-01,Harris,106.0
2019-03-01,Harrison,2.0
2019-03-01,Hartley,0.0
2019-03-01,Haskell,2.0
2019-03-01,Hays,5.0
2019-03-01,Hemphill,0.0
2019-03-01,Henderson,4.0
2019-03-01,Hidalgo,22.0
2019-03-01,Hill,3.0
2019-03-01,Hockley,2.0
2019-03-01,Hood,4.0
2019-03-01,Hopkins,3.0
2019-03-01,Houston,4.0
2019-03-01,Howard,2.0
2019-03-01,Hudspeth,0.0
2019-03-01,Hunt,4.0
2019-03-01,Hutchinson,3.0
2019-03-01,Irion,0.0
2019-03-01,Jack,1.0
2019-03-01,Jackson,2.0
2019-03-01,Jasper,3.0
2019-03-01,Jeff Davis,0.0
2019-03-01,Jefferson,9.0
2019-03-01,Jim Hogg,1.0
2019-03-01,Jim Wells,2.0
2019-03-01,Johnson,8.0
2019-03-01,Jones,1.0
2019-03-01,Karnes,2.0
2019-03-01,Kaufman,5.0
2019-03-01,Kendall,4.0
2019-03-01,Kenedy,0.0
2019-03-01,Kent,0.0
2019-03-01,Kerr,7.0
2019-03-01,Kimble,1.0
2019-03-01,King,0.0
2019-03-01,Kinney,0.0
2019-03-01,Kleberg,2.0
2019-03-01,Knox,1.0
2019-03-01,Lamar,5.0
2019-03-01,Lamb,2.0
2019-03-01,Lampasas,2.0
2019-03-01,La Salle,0.0
2019-03-01,Lavaca,4.0
2019-03-01,Lee,0.0
2019-03-01,Leon,1.0
2019-03-01,Liberty,4.0
2019-03-01,Limestone,7.0
2019-03-01,Lipscomb,0.0
2019-03-01,Live Oak,1.0
2019-03-01,Llano,2.0
2019-03-01,Loving,0.0
2019-03-01,Lubbock,10.0
2019-03-01,Lynn,1.0
2019-03-01,McCulloch,0.0
2019-03-01,McLennan,12.0
2019-03-01,McMullen,0.0
2019-03-01,Madison,2.0
2019-03-01,Marion,2.0
2019-03-01,Martin,0.0
2019-03-01,Mason,0.0
2019-03-01,Matagorda,4.0
2019-03-01,Maverick,2.0
2019-03-01,Medina,2.0
2019-03-01,Menard,0.0
2019-03-01,Midland,3.0
2019-03-01,Milam,2.0
2019-03-01,Mills,1.0
2019-03-01,Mitchell,0.0
2019-03-01,Montague,2.0
2019-03-01,Montgomery,7.0
2019-03-01,Moore,0.0
2019-03-01,Morris,1.0
2019-03-01,Motley,0.0
2019-03-01,Nacogdoches,6.0
2019-03-01,Navarro,2.0
2019-03-01,Newton,0.0
2019-03-01,Nolan,1.0
2019-03-01,Nueces,10.0
2019-03-01,Ochiltree,0.0
2019-03-01,Oldham,0.0
2019-03-01,Orange,3.0
2019-03-01,Palo Pinto,3.0
2019-03-01,Panola,2.0
2019-03-01,Parker,7.0
2019-03-01,Parmer,2.0
2019-03-01,Pecos,1.0
2019-03-01,Polk,4.0
2019-03-01,Potter,7.0
2019-03-01,Presidio,0.0
2019-03-01,Rains,1.0
2019-03-01,Randall,3.0
2019-03-01,Reagan,0.0
2019-03-01,Real,0.0
2019-03-01,Red River,2.0
2019-03-01,Reeves,0.0
2019-03-01,Refugio,1.0
2019-03-01,Roberts,0.0
2019-03-01,Robertson,2.0
2019-03-01,Rockwall,4.0
2019-03-01,Runnels,1.0
2019-03-01,Rusk,2.0
2019-03-01,Sabine,1.0
2019-03-01,San Augustine,3.0
2019-03-01,San Jacinto,1.0
2019-03-01,San Patricio,2.0
2019-03-01,San Saba,0.0
2019-03-01,Schleicher,0.0
2019-03-01,Scurry,2.0
2019-03-01,Shackelford,0.0
2019-03-01,Shelby,3.0
2019-03-01,Sherman,0.0
2019-03-01,Smith,13.0
2019-03-01,Somervell,2.0
2019-03-01,Starr,2.0
2019-03-01,Stephens,2.0
2019-03-01,Sterling,1.0
2019-03-01,Stonewall,1.0
2019-03-01,Sutton,0.0
2019-03-01,Swisher,1.0
2019-03-01,Tarrant,63.0
2019-03-01,Taylor,6.0
2019-03-01,Terrell,0.0
2019-03-01,Terry,1.0
2019-03-01,Throckmorton,0.0
2019-03-01,Titus,2.0
2019-03-01,Tom Green,4.0
2019-03-01,Travis,22.0
2019-03-01,Trinity,3.0
2019-03-01,Tyler,2.0
2019-03-01,Upshur,2.0
2019-03-01,Upton,0.0
2019-03-01,Uvalde,3.0
2019-03-01,Val Verde,3.0
2019-03-01,Van Zandt,5.0
2019-03-01,Victoria,4.0
2019-03-01,Walker,4.0
2019-03-01,Waller,0.0
2019-03-01,Ward,1.0
2019-03-01,Washington,4.0
2019-03-01,Webb,3.0
2019-03-01,Wharton,4.0
2019-03-01,Wheeler,2.0
2019-03-01,Wichita,11.0
2019-03-01,Wilbarger,1.0
2019-03-01,Willacy,1.0
2019-03-01,Williamson,15.0
2019-03-01,Wilson,3.0
2019-03-01,Winkler,1.0
2019-03-01,Wise,3.0
2019-03-01,Wood,5.0
2019-03-01,Yoakum,2.0
2019-03-01,Young,2.0
2019-03-01,Zapata,0.0
2019-03-01,Zavala,0.0
2019-04-01,Anderson,3.0
2019-04-01,Andrews,0.0
2019-04-01,Angelina,8.0
2019-04-01,Aransas,2.0
2019-04-01,Archer,0.0
2019-04-01,Armstrong,0.0
2019-04-01,Atascosa,2.0
2019-04-01,Austin,1.0
2019-04-01,Bailey,1.0
2019-04-01,Bandera,1.0
2019-04-01,Bastrop,4.0
2019-04-01,Baylor,1.0
2019-04-01,Bee,2.0
2019-04-01,Bell,13.0
2019-04-01,Bexar,53.0
2019-04-01,Blanco,0.0
2019-04-01,Borden,0.0
2019-04-01,Bosque,1.0
2019-04-01,Bowie,7.0
2019-04-01,Brazoria,8.0
2019-04-01,Brazos,4.0
2019-04-01,Brewster,1.0
2019-04-01,Briscoe,0.0
2019-04-01,Brooks,1.0
2019-04-01,Brown,4.0
2019-04-01,Burleson,2.0
2019-04-01,Burnet,2.0
2019-04-01,Caldwell,4.0
2019-04-01,Calhoun,2.0
2019-04-01,Callahan,0.0
2019-04-01,Cameron,12.0
2019-04-01,Camp,2.0
2019-04-01,Carson,0.0
2019-04-01,Cass,5.0
2019-04-01,Castro,1.0
2019-04-01,Chambers,1.0
2019-04-01,Cherokee,7.0
2019-04-01,Childress,0.0
2019-04-01,Clay,1.0
2019-04-01,Cochran,0.0
2019-04-01,Coke,1.0
2019-04-01,Coleman,0.0
2019-04-01,Collin,26.0
2019-04-01,Collingsworth,0.0
2019-04-01,Colorado,2.0
2019-04-01,Comal,6.0
2019-04-01,Comanche,1.0
2019-04-01,Concho,1.0
2019-04-01,Cooke,5.0
2019-04-01,Coryell,3.0
2019-04-01,Cottle,0.0
2019-04-01,Crane,1.0
2019-04-01,Crockett,0.0
2019-04-01,Crosby,0.0
2019-04-01,Culberson,0.0
2019-04-01,Dallam,0.0
2019-04-01,Dallas,70.0
2019-04-01,Dawson,2.0
2019-04-01,Deaf Smith,2.0
2019-04-01,Delta,0.0
2019-04-01,Denton,17.0
2019-04-01,DeWitt,2.0
2019-04-01,Dickens,0.0
2019-04-01,Dimmit,2.0
2019-04-01,Donley,0.0
2019-04-01,Duval,1.0
2019-04-01,Eastland,5.0
2019-04-01,Ector,3.0
2019-04-01,Edwards,0.0
2019-04-01,Ellis,8.0
2019-04-01,El Paso,20.0
2019-04-01,Erath,3.0
2019-04-01,Falls,2.0
2019-04-01,Fannin,5.0
2019-04-01,Fayette,3.0
2019-04-01,Fisher,0.0
2019-04-01,Floyd,2.0
2019-04-01,Foard,0.0
2019-04-01,Fort Bend,18.0
2019-04-01,Franklin,0.0
2019-04-01,Freestone,2.0
2019-04-01,Frio,1.0
2019-04-01,Gaines,1.0
2019-04-01,Galveston,13.0
2019-04-01,Garza,1.0
2019-04-01,Gillespie,4.0
2019-04-01,Glasscock,0.0
2019-04-01,Goliad,0.0
2019-04-01,Gonzales,3.0
2019-04-01,Gray,3.0
2019-04-01,Grayson,11.0
2019-04-01,Gregg,11.0
2019-04-01,Grimes,3.0
2019-04-01,Guadalupe,5.0
2019-04-01,Hale,2.0
2019-04-01,Hall,1.0
2019-04-01,Hamilton,2.0
2019-04-01,Hansford,1.0
2019-04-01,Hardeman,0.0
2019-04-01,Hardin,5.0
2019-04-01,Harris,104.0
2019-04-01,Harrison,2.0
2019-04-01,Hartley,0.0
2019-04-01,Haskell,1.0
2019-04-01,Hays,4.0
2019-04-01,Hemphill,0.0
2019-04-01,Henderson,6.0
2019-04-01,Hidalgo,22.0
2019-04-01,Hill,2.0
2019-04-01,Hockley,2.0
2019-04-01,Hood,4.0
2019-04-01,Hopkins,3.0
2019-04-01,Houston,3.0
2019-04-01,Howard,2.0
2019-04-01,Hudspeth,0.0
2019-04-01,Hunt,5.0
2019-04-01,Hutchinson,1.0
2019-04-01,Irion,0.0
2019-04-01,Jack,1.0
2019-04-01,Jackson,3.0
2019-04-01,Jasper,3.0
2019-04-01,Jeff Davis,0.0
2019-04-01,Jefferson,12.0
2019-04-01,Jim Hogg,1.0
2019-04-01,Jim Wells,2.0
2019-04-01,Johnson,8.0
2019-04-01,Jones,0.0
2019-04-01,Karnes,1.0
2019-04-01,Kaufman,5.0
2019-04-01,Kendall,4.0
2019-04-01,Kenedy,0.0
2019-04-01,Kent,0.0
2019-04-01,Kerr,7.0
2019-04-01,Kimble,1.0
2019-04-01,King,0.0
2019-04-01,Kinney,0.0
2019-04-01,Kleberg,2.0
2019-04-01,Knox,1.0
2019-04-01,Lamar,5.0
2019-04-01,Lamb,2.0
2019-04-01,Lampasas,2.0
2019-04-01,La Salle,0.0
2019-04-01,Lavaca,6.0
2019-04-01,Lee,0.0
2019-04-01,Leon,1.0
2019-04-01,Liberty,4.0
2019-04-01,Limestone,6.0
2019-04-01,Lipscomb,0.0
2019-04-01,Live Oak,1.0
2019-04-01,Llano,2.0
2019-04-01,Loving,0.0
2019-04-01,Lubbock,11.0
2019-04-01,Lynn,1.0
2019-04-01,McCulloch,1.0
2019-04-01,McLennan,14.0
2019-04-01,McMullen,0.0
2019-04-01,Madison,2.0
2019-04-01,Marion,2.0
2019-04-01,Martin,0.0
2019-04-01,Mason,0.0
2019-04-01,Matagorda,3.0
2019-04-01,Maverick,2.0
2019-04-01,Medina,1.0
2019-04-01,Menard,0.0
2019-04-01,Midland,5.0
2019-04-01,Milam,2.0
2019-04-01,Mills,1.0
2019-04-01,Mitchell,0.0
2019-04-01,Montague,2.0
2019-04-01,Montgomery,8.0
2019-04-01,Moore,0.0
2019-04-01,Morris,0.0
2019-04-01,Motley,0.0
2019-04-01,Nacogdoches,6.0
2019-04-01,Navarro,4.0
2019-04-01,Newton,1.0
2019-04-01,Nolan,1.0
2019-04-01,Nueces,10.0
2019-04-01,Ochiltree,1.0
2019-04-01,Oldham,0.0
2019-04-01,Orange,3.0
2019-04-01,Palo Pinto,3.0
2019-04-01,Panola,2.0
2019-04-01,Parker,7.0
2019-04-01,Parmer,2.0
2019-04-01,Pecos,0.0
2019-04-01,Polk,4.0
2019-04-01,Potter,4.0
2019-04-01,Presidio,0.0
2019-04-01,Rains,1.0
2019-04-01,Randall,2.0
2019-04-01,Reagan,0.0
2019-04-01,Real,0.0
2019-04-01,Red River,2.0
2019-04-01,Reeves,0.0
2019-04-01,Refugio,0.0
2019-04-01,Roberts,0.0
2019-04-01,Robertson,0.0
2019-04-01,Rockwall,5.0
2019-04-01,Runnels,1.0
2019-04-01,Rusk,2.0
2019-04-01,Sabine,1.0
2019-04-01,San Augustine,3.0
2019-04-01,San Jacinto,1.0
2019-04-01,San Patricio,2.0
2019-04-01,San Saba,0.0
2019-04-01,Schleicher,0.0
2019-04-01,Scurry,2.0
2019-04-01,Shackelford,0.0
2019-04-01,Shelby,3.0
2019-04-01,Sherman,0.0
2019-04-01,Smith,13.0
2019-04-01,Somervell,2.0
2019-04-01,Starr,2.0
2019-04-01,Stephens,2.0
2019-04-01,Sterling,1.0
2019-04-01,Stonewall,1.0
2019-04-01,Sutton,0.0
2019-04-01,Swisher,2.0
2019-04-01,Tarrant,68.0
2019-04-01,Taylor,8.0
2019-04-01,Terrell,0.0
2019-04-01,Terry,2.0
2019-04-01,Throckmorton,0.0
2019-04-01,Titus,2.0
2019-04-01,Tom Green,4.0
2019-04-01,Travis,20.0
2019-04-01,Trinity,3.0
2019-04-01,Tyler,2.0
2019-04-01,Upshur,2.0
2019-04-01,Upton,0.0
2019-04-01,Uvalde,3.0
2019-04-01,Val Verde,3.0
2019-04-01,Van Zandt,4.0
2019-04-01,Victoria,4.0
2019-04-01,Walker,4.0
2019-04-01,Waller,0.0
2019-04-01,Ward,1.0
2019-04-01,Washington,3.0
2019-04-01,Webb,3.0
2019-04-01,Wharton,4.0
2019-04-01,Wheeler,2.0
2019-04-01,Wichita,11.0
2019-04-01,Wilbarger,1.0
2019-04-01,Willacy,1.0
2019-04-01,Williamson,14.0
2019-04-01,Wilson,2.0
2019-04-01,Winkler,1.0
2019-04-01,Wise,3.0
2019-04-01,Wood,5.0
2019-04-01,Yoakum,0.0
2019-04-01,Young,3.0
2019-04-01,Zapata,0.0
2019-04-01,Zavala,0.0
2019-05-01,Anderson,2.0
2019-05-01,Andrews,1.0
2019-05-01,Angelina,8.0
2019-05-01,Aransas,2.0
2019-05-01,Archer,0.0
2019-05-01,Armstrong,0.0
2019-05-01,Atascosa,2.0
2019-05-01,Austin,1.0
2019-05-01,Bailey,1.0
2019-05-01,Bandera,1.0
2019-05-01,Bastrop,4.0
2019-05-01,Baylor,1.0
2019-05-01,Bee,1.0
2019-05-01,Bell,11.0
2019-05-01,Bexar,52.0
2019-05-01,Blanco,0.0
2019-05-01,Borden,0.0
2019-05-01,Bosque,1.0
2019-05-01,Bowie,7.0
2019-05-01,Brazoria,11.0
2019-05-01,Brazos,5.0
2019-05-01,Brewster,1.0
2019-05-01,Briscoe,0.0
2019-05-01,Brooks,1.0
2019-05-01,Brown,4.0
2019-05-01,Burleson,1.0
2019-05-01,Burnet,3.0
2019-05-01,Caldwell,5.0
2019-05-01,Calhoun,2.0
2019-05-01,Callahan,2.0
2019-05-01,Cameron,12.0
2019-05-01,Camp,2.0
2019-05-01,Carson,0.0
2019-05-01,Cass,4.0
2019-05-01,Castro,1.0
2019-05-01,Chambers,0.0
2019-05-01,Cherokee,8.0
2019-05-01,Childress,1.0
2019-05-01,Clay,2.0
2019-05-01,Cochran,0.0
2019-05-01,Coke,1.0
2019-05-01,Coleman,1.0
2019-05-01,Collin,26.0
2019-05-01,Collingsworth,0.0
2019-05-01,Colorado,4.0
2019-05-01,Comal,6.0
2019-05-01,Comanche,3.0
2019-05-01,Concho,1.0
2019-05-01,Cooke,4.0
2019-05-01,Coryell,3.0
2019-05-01,Cottle,0.0
2019-05-01,Crane,1.0
2019-05-01,Crockett,0.0
2019-05-01,Crosby,0.0
2019-05-01,Culberson,0.0
2019-05-01,Dallam,0.0
2019-05-01,Dallas,69.0
2019-05-01,Dawson,1.0
2019-05-01,Deaf Smith,2.0
2019-05-01,Delta,0.0
2019-05-01,Denton,17.0
2019-05-01,DeWitt,3.0
2019-05-01,Dickens,0.0
2019-05-01,Dimmit,2.0
2019-05-01,Donley,0.0
2019-05-01,Duval,1.0
2019-05-01,Eastland,4.0
2019-05-01,Ector,5.0
2019-05-01,Edwards,0.0
2019-05-01,Ellis,7.0
2019-05-01,El Paso,20.0
2019-05-01,Erath,3.0
2019-05-01,Falls,2.0
2019-05-01,Fannin,4.0
2019-05-01,Fayette,4.0
2019-05-01,Fisher,0.0
2019-05-01,Floyd,2.0
2019-05-01,Foard,0.0
2019-05-01,Fort Bend,16.0
2019-05-01,Franklin,0.0
2019-05-01,Freestone,3.0
2019-05-01,Frio,1.0
2019-05-01,Gaines,1.0
2019-05-01,Galveston,13.0
2019-05-01,Garza,1.0
2019-05-01,Gillespie,4.0
2019-05-01,Glasscock,0.0
2019-05-01,Goliad,0.0
2019-05-01,Gonzales,2.0
2019-05-01,Gray,2.0
2019-05-01,Grayson,9.0
2019-05-01,Gregg,10.0
2019-05-01,Grimes,3.0
2019-05-01,Guadalupe,5.0
2019-05-01,Hale,2.0
2019-05-01,Hall,0.0
2019-05-01,Hamilton,2.0
2019-05-01,Hansford,0.0
2019-05-01,Hardeman,0.0
2019-05-01,Hardin,5.0
2019-05-01,Harris,102.0
2019-05-01,Harrison,3.0
2019-05-01,Hartley,0.0
2019-05-01,Haskell,0.0
2019-05-01,Hays,5.0
2019-05-01,Hemphill,0.0
2019-05-01,Henderson,6.0
2019-05-01,Hidalgo,20.0
2019-05-01,Hill,5.0
2019-05-01,Hockley,2.0
2019-05-01,Hood,4.0
2019-05-01,Hopkins,3.0
2019-05-01,Houston,3.0
2019-05-01,Howard,2.0
2019-05-01,Hudspeth,0.0
2019-05-01,Hunt,5.0
2019-05-01,Hutchinson,1.0
2019-05-01,Irion,0.0
2019-05-01,Jack,1.0
2019-05-01,Jackson,2.0
2019-05-01,Jasper,2.0
2019-05-01,Jeff Davis,0.0
2019-05-01,Jefferson,12.0
2019-05-01,Jim Hogg,1.0
2019-05-01,Jim Wells,2.0
2019-05-01,Johnson,7.0
2019-05-01,Jones,1.0
2019-05-01,Karnes,1.0
2019-05-01,Kaufman,6.0
2019-05-01,Kendall,4.0
2019-05-01,Kenedy,0.0
2019-05-01,Kent,0.0
2019-05-01,Kerr,7.0
2019-05-01,Kimble,1.0
2019-05-01,King,0.0
2019-05-01,Kinney,0.0
2019-05-01,Kleberg,2.0
2019-05-01,Knox,1.0
2019-05-01,Lamar,5.0
2019-05-01,Lamb,2.0
2019-05-01,Lampasas,2.0
2019-05-01,La Salle,1.0
2019-05-01,Lavaca,5.0
2019-05-01,Lee,1.0
2019-05-01,Leon,0.0
2019-05-01,Liberty,4.0
2019-05-01,Limestone,6.0
2019-05-01,Lipscomb,0.0
2019-05-01,Live Oak,1.0
2019-05-01,Llano,2.0
2019-05-01,Loving,0.0
2019-05-01,Lubbock,8.0
2019-05-01,Lynn,1.0
2019-05-01,McCulloch,1.0
2019-05-01,McLennan,13.0
2019-05-01,McMullen,0.0
2019-05-01,Madison,2.0
2019-05-01,Marion,2.0
2019-05-01,Martin,0.0
2019-05-01,Mason,0.0
2019-05-01,Matagorda,4.0
2019-05-01,Maverick,2.0
2019-05-01,Medina,3.0
2019-05-01,Menard,0.0
2019-05-01,Midland,5.0
2019-05-01,Milam,1.0
2019-05-01,Mills,1.0
2019-05-01,Mitchell,0.0
2019-05-01,Montague,2.0
2019-05-01,Montgomery,9.0
2019-05-01,Moore,1.0
2019-05-01,Morris,1.0
2019-05-01,Motley,0.0
2019-05-01,Nacogdoches,6.0
2019-05-01,Navarro,4.0
2019-05-01,Newton,1.0
2019-05-01,Nolan,1.0
2019-05-01,Nueces,11.0
2019-05-01,Ochiltree,1.0
2019-05-01,Oldham,0.0
2019-05-01,Orange,3.0
2019-05-01,Palo Pinto,3.0
2019-05-01,Panola,2.0
2019-05-01,Parker,8.0
2019-05-01,Parmer,2.0
2019-05-01,Pecos,1.0
2019-05-01,Polk,4.0
2019-05-01,Potter,6.0
2019-05-01,Presidio,0.0
2019-05-01,Rains,1.0
2019-05-01,Randall,3.0
2019-05-01,Reagan,0.0
2019-05-01,Real,0.0
2019-05-01,Red River,2.0
2019-05-01,Reeves,0.0
2019-05-01,Refugio,1.0
2019-05-01,Roberts,0.0
2019-05-01,Robertson,1.0
2019-05-01,Rockwall,5.0
2019-05-01,Runnels,1.0
2019-05-01,Rusk,2.0
2019-05-01,Sabine,2.0
2019-05-01,San Augustine,3.0
2019-05-01,San Jacinto,1.0
2019-05-01,San Patricio,2.0
2019-05-01,San Saba,0.0
2019-05-01,Schleicher,0.0
2019-05-01,Scurry,2.0
2019-05-01,Shackelford,0.0
2019-05-01,Shelby,3.0
2019-05-01,Sherman,0.0
2019-05-01,Smith,14.0
2019-05-01,Somervell,2.0
2019-05-01,Starr,2.0
2019-05-01,Stephens,1.0
2019-05-01,Sterling,1.0
2019-05-01,Stonewall,1.0
2019-05-01,Sutton,0.0
2019-05-01,Swisher,2.0
2019-05-01,Tarrant,67.0
2019-05-01,Taylor,9.0
2019-05-01,Terrell,0.0
2019-05-01,Terry,3.0
2019-05-01,Throckmorton,0.0
2019-05-01,Titus,2.0
2019-05-01,Tom Green,4.0
2019-05-01,Travis,22.0
2019-05-01,Trinity,2.0
2019-05-01,Tyler,2.0
2019-05-01,Upshur,2.0
2019-05-01,Upton,0.0
2019-05-01,Uvalde,3.0
2019-05-01,Val Verde,3.0
2019-05-01,Van Zandt,4.0
2019-05-01,Victoria,5.0
2019-05-01,Walker,3.0
2019-05-01,Waller,1.0
2019-05-01,Ward,1.0
2019-05-01,Washington,4.0
2019-05-01,Webb,5.0
2019-05-01,Wharton,4.0
2019-05-01,Wheeler,2.0
2019-05-01,Wichita,11.0
2019-05-01,Wilbarger,1.0
2019-05-01,Willacy,1.0
2019-05-01,Williamson,14.0
2019-05-01,Wilson,3.0
2019-05-01,Winkler,1.0
2019-05-01,Wise,3.0
2019-05-01,Wood,5.0
2019-05-01,Yoakum,1.0
2019-05-01,Young,3.0
2019-05-01,Zapata,0.0
